Filename,ClassId
07183,13
02031,7
03263,8
09567,14
08697,10
12448,15
11147,34
01223,14
01000,17
03576,8
12477,5
05903,11
10187,19
06872,33
09149,1
03375,15
00913,22
10008,39
06936,1
04896,1
06142,33
12203,7
12533,14
07344,9
00214,25
05087,1
01313,10
11480,38
09118,36
00039,8
00128,1
00902,38
01071,8
06514,12
02359,10
03655,5
11916,12
06668,42
07439,30
10696,12
12215,2
06880,5
06198,17
04293,38
00630,5
05399,9
02847,13
02661,15
09305,11
09440,5
09730,5
07226,38
06064,38
09205,10
02006,17
01784,38
12261,17
07244,9
06076,5
00618,10
01592,17
07760,28
07995,13
08544,33
03053,33
04551,25
01247,0
04186,20
01277,14
12439,5
03137,13
00304,1
04916,17
11105,38
12288,0
01353,8
02409,8
07014,35
07276,13
10878,13
09294,1
11044,13
09726,13
07286,28
05274,31
04061,9
10089,13
09995,1
07426,2
12010,15
09107,15
05329,25
06015,5
02186,14
11858,36
11181,9
01972,5
10241,9
01095,36
05743,31
12453,5
06447,17
08574,27
06163,0
05373,1
10308,5
04364,13
08743,17
05114,38
05374,9
09108,13
03711,5
01230,5
12497,38
00389,9
00566,10
12124,1
02880,38
03747,12
06526,12
10968,30
04549,13
01892,1
09747,37
10223,30
03742,13
00044,13
01265,38
07797,18
08968,6
11605,13
05526,13
03202,1
11126,18
05498,13
06699,38
01498,2
00177,40
03596,38
01641,22
12211,13
00414,29
09508,1
06608,10
00033,13
00589,5
11506,1
03928,7
06156,13
09694,2
01216,15
06707,1
07231,13
10531,9
02351,33
01456,38
08318,9
05279,4
05388,14
11495,13
05240,1
09058,9
10097,5
08681,13
08746,24
04740,13
11767,5
08381,8
08228,31
02024,1
06475,1
12372,2
12498,32
05308,2
12225,9
04736,7
11079,26
05644,20
01092,1
06203,14
05635,17
01373,42
11467,0
12359,13
10457,12
09504,33
00486,12
12569,13
03174,35
07030,13
00558,29
03125,7
09518,4
02513,9
12606,38
09867,14
10720,2
01858,10
01030,18
07352,5
05672,4
01455,13
01064,12
06868,31
03938,32
00379,18
04422,5
08658,2
02478,12
05465,34
09689,4
10727,10
01260,38
08301,13
08028,5
02067,12
06363,5
09556,38
09322,18
12255,18
11046,3
04671,25
01148,5
00392,28
09919,10
10628,3
12421,22
08784,16
02913,18
05041,5
01747,12
01143,15
03828,7
07001,8
02930,0
02196,0
12522,18
06502,3
09896,15
04704,1
11846,15
06149,13
05242,33
10467,4
05562,26
02106,7
02434,5
02251,3
09193,33
02113,5
05620,29
02387,13
07228,13
10044,9
02674,12
08917,38
01711,1
10053,28
10686,25
04126,14
06129,37
04554,9
04279,17
03092,33
11218,11
02391,1
07696,12
05393,13
05707,33
10182,38
02545,17
04880,18
06358,14
03690,13
10224,10
02276,13
11012,13
03456,38
